Sample,X,Y,Z
938,-0.004,-0.035,1.098
939,-0.012,-0.008,1.035
940,0.059,0.008,0.965
941,0.062,-0.004,1.020
942,-0.023,0.012,1.016
943,0.000,-0.016,1.043
944,-0.004,-0.008,1.020
945,0.023,0.004,1.059
946,0.023,-0.012,1.035
947,-0.016,-0.020,1.035
948,0.012,-0.020,1.027
949,0.004,-0.008,1.051
950,0.031,-0.016,1.027
951,-0.008,-0.008,0.984
952,-0.016,-0.004,1.020
953,0.020,0.008,0.992
954,0.008,0.012,1.027
955,0.000,0.016,1.039
956,-0.004,0.016,1.012
957,-0.004,0.008,0.969
958,0.012,0.012,1.023
959,0.016,0.008,1.051
960,0.012,0.000,1.102
961,0.016,0.020,1.027
962,0.000,0.023,1.113
963,0.031,0.016,0.988
964,-0.004,0.008,0.965
965,-0.012,0.023,1.016
966,0.004,0.027,0.996
967,0.004,0.023,1.039
968,0.016,0.023,0.988
969,-0.008,0.023,0.996
970,-0.016,0.039,1.016
971,0.012,0.027,0.980
972,0.035,0.016,0.980
973,-0.008,0.020,1.047
974,0.000,0.016,1.012
975,-0.012,0.008,1.020
976,0.012,0.035,1.008
977,0.027,0.043,1.020
978,0.000,0.051,0.961
979,-0.023,0.027,1.004
980,-0.004,0.035,1.023
981,0.020,0.059,0.992
982,-0.016,0.055,1.023
983,-0.008,0.043,1.008
984,0.008,0.031,1.047
985,0.012,0.035,0.965
986,-0.004,0.043,0.996
987,-0.023,0.039,0.980
988,0.035,0.023,0.996
989,0.023,0.027,0.996
990,-0.020,0.047,1.012
991,-0.008,0.023,1.047
992,-0.012,0.016,0.988
993,0.008,0.047,0.973
994,0.020,0.051,1.031
995,0.023,0.035,1.008
996,-0.008,0.039,1.000
997,0.004,0.051,0.973
998,0.012,0.035,1.016
999,0.000,0.023,1.047
Rate 1404, overflows 0
