Sample,X,Y,Z
947,0.012,-0.008,0.996
948,0.023,-0.023,1.035
949,0.020,0.000,1.027
950,0.020,0.012,1.016
951,0.012,0.035,1.020
952,0.031,0.031,1.016
953,0.012,0.020,1.039
954,0.004,0.023,1.023
955,0.000,0.004,1.047
956,0.008,-0.004,1.039
957,0.020,0.000,1.023
958,0.016,0.027,0.996
959,0.031,0.027,0.996
960,0.039,0.012,1.016
961,0.020,-0.012,0.977
962,-0.012,0.004,1.035
963,-0.008,0.012,0.953
964,0.039,0.000,0.988
965,0.000,0.031,1.035
966,0.012,0.035,1.008
967,0.016,0.039,1.043
968,0.023,0.012,1.039
969,-0.008,0.000,1.031
970,0.000,-0.008,1.023
971,0.008,0.000,1.051
972,0.012,0.016,1.043
973,0.031,0.039,0.969
974,0.016,0.051,1.000
975,0.047,0.043,1.008
976,0.047,0.027,1.016
977,-0.027,0.012,1.027
978,0.000,-0.012,1.035
979,0.020,-0.020,1.000
980,-0.012,0.008,1.008
981,0.039,0.031,0.996
982,0.023,0.023,1.016
983,0.000,-0.020,0.988
984,0.004,-0.008,1.023
985,-0.004,0.016,1.000
986,0.027,0.031,1.035
987,0.039,0.012,1.027
988,0.008,0.000,1.012
989,0.004,0.016,0.984
990,0.027,-0.008,0.980
991,0.012,0.000,1.082
992,-0.008,-0.012,1.012
993,0.020,-0.004,1.039
994,0.023,0.023,0.980
995,0.039,0.043,1.105
996,0.031,0.035,1.031
997,0.008,0.027,1.012
998,0.004,-0.004,1.035
999,0.004,-0.020,1.027
Rate 1399, overflows 0
